170,172,171,314,315,316
170,171,173,316,317,318
172,170,174,314,319,320
57,58,55,142,321,322
56,57,55,141,322,140
172,174,77,320,323,324
175,174,170,325,319,326
175,170,176,326,327,328
177,179,178,329,330,331
178,179,173,330,332,333
180,177,181,334,335,336
180,181,36,336,337,338
182,184,183,339,340,341
185,187,186,342,343,344
183,184,33,340,345,346
176,179,188,347,348,349
33,184,32,345,350,117
175,189,174,351,352,325
190,192,191,353,354,355
190,191,60,355,356,357
174,189,76,352,358,359
193,194,81,360,361,362
194,80,81,363,165,361
195,196,188,364,365,366
189,198,197,367,368,369
189,197,75,369,370,371
198,189,175,367,351,372
198,175,188,372,373,374
199,200,68,375,376,377
177,195,179,378,379,329
201,203,202,380,381,382
195,188,179,366,348,379
171,204,173,383,384,317
205,206,45,385,386,387
207,197,198,388,368,389
207,198,208,389,390,391
209,208,188,392,393,394
209,188,210,394,395,396
201,206,203,397,398,380
211,213,212,399,400,401
214,204,171,402,383,403
79,216,215,404,405,406
217,199,218,407,408,409
212,213,219,400,410,411
214,220,204,412,413,402
221,222,207,414,415,416
178,223,181,417,418,419
224,226,225,420,421,422
221,207,219,416,423,424
227,222,228,425,426,427
227,228,73,427,428,429
225,211,212,430,401,431
207,227,197,432,433,388
197,227,74,433,434,435
229,230,218,436,437,438
218,230,202,437,439,440
231,229,232,441,442,443
231,232,69,443,444,445
225,226,39,421,446,447
203,206,205,398,385,448
28,25,27,449,450,112
27,25,26,450,110,111
233,235,234,451,452,453
233,234,0,453,454,455
236,196,195,456,364,457
226,196,236,458,456,459
80,194,216,363,460,461
237,230,238,462,463,464
239,220,214,465,412,466
80,216,79,461,404,164
232,218,199,467,408,468
203,240,202,469,470,381
238,230,241,463,471,472
226,236,38,459,473,474
242,243,213,475,476,477
213,243,244,476,478,479
245,246,221,480,481,482
239,247,220,483,484,465
220,247,248,484,485,486
16,13,15,487,488,100
15,13,14,488,98,99
245,221,244,482,489,490
229,218,232,438,467,442
226,224,196,420,491,458
180,195,177,492,378,334
196,224,210,491,493,494
239,194,249,495,496,497
239,249,247,497,498,483
248,223,178,499,417,500
250,251,243,501,502,503
201,252,206,504,505,397
206,252,44,505,506,507
236,195,180,457,492,508
236,180,37,508,509,510
243,251,253,502,511,512
254,245,255,513,514,515
255,245,253,514,516,517
256,242,213,518,477,519
257,259,258,520,521,522
258,259,260,521,523,524
257,262,261,525,526,527
261,262,6,526,528,529
263,254,255,530,515,531
251,264,252,532,533,534
225,212,224,431,535,422
222,221,246,414,481,536
252,264,43,533,537,538
212,219,209,411,539,540
209,207,208,541,391,392
222,227,207,425,432,415
265,250,243,542,503,543
237,201,230,544,545,462
222,246,228,536,546,426
231,266,229,547,548,441
229,266,241,548,549,550
254,267,245,551,552,513
256,213,211,519,399,553
256,211,40,553,554,555
250,264,251,556,532,501
196,210,188,494,395,365
79,215,78,406,557,163
268,186,269,558,559,560
263,255,266,531,561,562
263,266,70,562,563,564
265,243,242,543,475,565
265,242,41,565,566,567
268,270,186,568,569,558
255,253,238,517,570,571
238,251,237,572,573,464
268,269,66,560,574,575
187,272,271,576,577,578
219,207,209,423,541,539
187,271,273,578,579,580
273,271,274,579,581,582
245,267,246,552,583,480
246,267,72,583,584,585
275,276,269,586,587,588
269,277,275,589,590,588
276,66,269,591,574,587
229,241,230,550,471,436
278,279,3,592,593,594
280,3,279,595,593,596
278,3,4,594,88,597
253,251,238,511,572,570
281,283,282,598,599,600
284,282,223,601,602,603
284,223,248,603,499,604
282,284,281,601,605,600
285,235,286,606,607,608
286,235,260,607,609,610
249,285,286,611,608,612
249,286,247,612,613,498
235,285,234,606,614,452
192,277,287,615,616,617
287,277,274,616,618,619
288,290,289,620,621,622
288,289,64,622,623,624
51,287,274,625,619,626
291,183,34,627,628,629
28,29,292,113,630,631
293,294,7,632,633,634
290,288,190,620,635,636
290,190,60,636,357,637
295,282,35,638,639,640
184,182,20,339,641,642
25,28,24,449,643,109
24,28,292,643,631,644
296,297,182,645,646,647
182,297,20,646,648,641
270,217,185,649,650,651
217,240,185,652,653,650
274,271,51,581,654,626
1,298,0,655,656,85
287,191,192,657,354,617
51,271,50,654,658,135
36,295,35,659,640,120
275,288,276,660,661,586
276,288,65,661,662,663
271,49,50,664,134,658
217,200,199,665,375,407
299,261,294,666,667,668
294,261,7,667,669,633
13,16,300,487,670,671
13,300,12,671,672,97
200,217,270,665,649,673
202,240,217,470,652,674
83,84,301,168,675,676
301,84,0,675,169,677
218,202,217,440,674,409
34,183,33,628,346,118
178,173,204,333,384,678
248,178,204,500,678,679
220,248,204,486,679,413
182,183,293,341,680,681
66,276,65,591,663,150
275,190,288,682,635,660
190,275,192,682,683,353
291,293,183,684,680,627
291,294,293,685,632,684
243,253,244,512,686,478
253,245,244,516,490,686
216,239,214,687,466,688
182,293,296,681,689,647
302,18,303,690,691,692
10,302,303,693,692,694
302,10,11,693,95,695
283,291,34,696,629,697
282,283,35,599,698,639
35,283,34,698,697,119
294,291,299,685,699,668
273,269,186,700,559,701
186,187,273,343,580,701
63,289,62,702,703,147
289,290,61,621,704,705
289,61,62,705,146,703
304,278,262,706,707,708
278,5,262,709,710,707
239,216,194,687,460,495
295,36,181,659,337,711
295,223,282,712,602,638
223,295,181,712,711,418
234,193,305,713,714,715
193,234,285,713,614,716
0,234,305,454,715,717
12,300,302,672,718,719
300,17,302,720,721,718
302,11,12,695,96,719
279,298,280,722,723,596
298,279,233,722,724,725
0,298,233,656,725,455
192,275,277,683,590,615
247,286,284,613,726,727
286,260,284,610,728,726
306,60,191,729,356,730
53,306,191,731,730,732
287,51,52,625,136,733
198,188,208,374,393,390
273,274,277,582,618,734
5,278,4,709,597,89
279,278,304,592,706,735
30,308,307,736,737,738
308,22,307,739,740,737
170,173,176,318,741,327
296,7,8,742,92,743
179,176,173,347,741,332
308,31,309,744,745,746
293,7,296,634,742,689
271,48,49,747,133,664
258,260,235,524,609,748
258,304,257,749,750,522
304,258,235,749,748,751
261,299,257,666,752,527
261,6,7,529,91,669
247,284,248,727,604,485
21,308,309,753,746,754
21,309,20,754,755,105
32,309,31,756,745,116
269,273,277,700,734,589
185,310,272,757,758,759
185,272,187,759,576,342
177,178,181,331,419,335
65,288,64,662,624,149
283,299,291,760,699,696
299,283,281,760,598,761
311,59,306,762,763,764
54,311,306,765,764,766
200,270,268,673,568,767
67,200,268,768,767,769
81,305,193,770,714,362
305,81,82,770,166,771
188,175,176,373,328,349
22,308,21,739,753,106
31,308,30,744,736,115
174,76,77,359,161,323
304,233,279,772,724,735
233,304,235,772,751,451
32,184,309,350,773,756
249,193,285,774,716,611
184,20,309,642,755,773
304,262,257,708,525,750
6,262,5,528,710,90
20,312,19,775,776,104
9,312,8,777,778,93
8,297,296,779,645,743
20,297,312,648,780,775
67,268,66,769,575,151
297,8,312,779,778,780
290,60,61,637,145,704
259,299,281,781,761,782
299,259,257,781,520,752
260,259,281,523,782,783
280,298,2,723,784,785
280,2,3,785,87,595
1,2,298,86,784,655
272,310,47,758,786,787
313,9,10,788,94,789
313,19,312,790,776,791
272,47,48,787,132,792
9,313,312,788,791,777
191,52,53,793,137,732
68,200,67,376,768,152
272,48,271,792,747,577
52,191,287,793,657,733
23,307,22,794,740,107
30,307,29,738,795,114
270,185,186,651,344,569
203,205,310,448,796,797
203,310,240,797,798,469
303,19,313,799,790,800
19,303,18,799,691,103
10,303,313,694,800,789
171,172,215,315,801,802
47,310,46,786,803,131
306,59,60,763,144,729
306,53,54,731,138,766
46,310,205,803,796,804
310,185,240,757,653,798
213,244,219,479,805,410
244,221,219,489,424,805
246,72,228,585,806,546
226,38,39,474,123,446
64,289,63,623,702,148
41,242,256,566,518,807
42,250,265,808,542,809
250,42,264,808,810,556
71,254,263,811,530,812
254,71,267,811,813,551
70,266,231,563,547,814
241,266,255,549,561,815
41,256,40,807,555,125
252,43,44,538,128,506
255,238,241,571,472,815
40,225,39,816,447,124
18,302,17,690,721,102
40,211,225,554,430,816
71,263,70,812,564,155
212,209,210,540,396,817
38,236,37,473,510,122
215,172,78,801,818,557
199,68,232,377,819,468
58,311,55,820,821,321
311,58,59,820,143,762
311,54,55,765,139,821
210,224,212,493,535,817
227,73,74,429,158,434
197,74,75,435,159,370
230,201,202,545,382,439
292,23,24,822,108,644
292,29,307,630,795,823
201,237,252,544,824,504
23,292,307,822,823,794
42,265,41,809,567,126
252,237,251,824,573,534
193,249,194,774,496,360
206,44,45,507,129,386
78,172,77,818,324,162
228,72,73,806,157,428
180,36,37,338,121,509
69,232,68,444,819,153
231,69,70,445,154,814
189,75,76,371,160,358
267,71,72,813,156,584
264,42,43,810,127,537
17,300,16,720,670,101
82,301,305,825,826,771
301,82,83,825,167,676
301,0,305,677,717,826
205,45,46,387,130,804
260,281,284,783,605,728
215,214,171,827,403,802
214,215,216,827,405,688
